player_name,player_id,player_position,minutes_played,attempted_shots,shots_on_goal,goals,assists,total_passes,key_passes,pass_completion,saves,tackles,blocks,interceptions,conceded_goals,total_duels,won_duels,attempted_dribbles,successful_dribbles,cards,rating,league
S. Mráz,30999,Attacker,42.03225806451613,0.0,0.0,0.0967741935483871,0.0,0.25806451612903225,0.03225806451612903,1.935483870967742,0.0,0.0,0.0,0.0,0.0,0.1935483870967742,0.03225806451612903,0.0,0.0,0.03225806451612903,0.4161290322580645,Ekstraklasa
M. Rodák,19657,Goalkeeper,95.29411764705884,0.0,0.0,0.0,0.0,27.823529411764703,0.0,17.705882352941178,3.235294117647058,0.0,0.0,0.0,1.2941176470588236,0.9411764705882353,0.9411764705882353,0.0,0.0,0.11764705882352941,7.064705882352941,World Cup - Qualification Europe
P. Hrošovský,807,Midfielder,74.13043478260869,0.21739130434782605,0.06521739130434782,0.043478260869565216,0.0,25.76086956521739,0.15217391304347827,49.810964083175804,0.0,0.7173913043478262,0.19565217391304346,0.3695652173913043,0.0,3.4130434782608696,1.8478260869565217,0.5217391304347826,0.4782608695652174,0.19565217391304346,6.667313240075614,Jupiler Pro League
J. Greguš,51158,Midfielder,80.03225806451613,1.3548387096774195,0.4838709677419355,0.06451612903225806,0.16129032258064516,48.387096774193544,1.193548387096774,57.677419354838705,0.0,1.3548387096774193,0.12903225806451613,1.4516129032258063,0.0,5.870967741935484,3.0645161290322585,0.5161290322580645,0.3548387096774194,0.0967741935483871,7.183675937565036,Major League Soccer
Ľ. Šatka,55949,Defender,87.725,0.05,0.0,0.05,0.0,25.675,0.07500000000000001,30.55,0.0,0.325,0.2,0.45,0.0,2.1500000000000004,1.025,0.025,0.0,0.07500000000000001,3.5237499999999997,Ekstraklasa
M. Valjent,46738,Defender,87.6341463414634,0.29268292682926833,0.04878048780487805,0.024390243902439025,0.024390243902439025,47.07317073170732,0.0975609756097561,43.209994051160024,0.0,0.7317073170731707,0.5121951219512195,0.7804878048780489,0.0,4.7804878048780495,3.097560975609756,0.21951219512195122,0.17073170731707318,0.17073170731707318,6.862819150505652,Segunda División
M. Dúbravka,18886,Goalkeeper,91.11111111111111,0.0,0.0,0.0,0.0,26.25925925925926,0.0,34.07407407407407,3.814814814814815,0.0,0.0,0.037037037037037035,1.4444444444444442,0.48148148148148145,0.4074074074074074,0.0,0.0,0.07407407407407407,7.067077888888889,Premier League
S. Lobotka,47439,Midfielder,47.97619047619048,0.14285714285714285,0.07142857142857142,0.023809523809523808,0.09523809523809523,35.952380952380956,0.3333333333333333,38.222222222222214,0.0,0.6904761904761905,0.09523809523809523,0.6666666666666665,0.0,3.5238095238095233,1.9523809523809523,0.8809523809523809,0.7380952380952381,0.07142857142857142,6.730450631519273,Serie A
M. Bero,37122,Midfielder,82.07894736842104,1.026315789473684,0.42105263157894735,0.07894736842105263,0.15789473684210525,33.44736842105263,1.3157894736842104,29.862880886426588,0.0,1.8421052631578945,0.05263157894736842,0.9210526315789472,0.0,9.157894736842106,3.578947368421053,0.868421052631579,0.368421052631579,0.23684210526315788,6.783136700138505,Eredivisie
O. Duda,25349,Midfielder,71.37288135593221,1.6101694915254232,0.8305084745762712,0.2033898305084746,0.27118644067796616,53.999999999999986,2.4067796610169494,30.331513932777938,0.0,1.711864406779661,0.10169491525423728,1.0338983050847457,0.0,17.322033898305083,8.135593220338983,3.5254237288135593,2.440677966101695,0.23728813559322032,6.992680618213157,Bundesliga
M. Škriniar,198,Defender,87.81818181818181,0.4848484848484848,0.16666666666666663,0.09090909090909091,0.015151515151515152,67.90909090909092,0.2272727272727273,65.59848484848484,0.0,1.2424242424242422,0.7272727272727273,0.8636363636363635,0.0,6.469696969696971,3.515151515151515,0.3333333333333333,0.2272727272727273,0.09090909090909091,7.030463697428833,Serie A
