match_nr,home/away,player_name,player_position,minutes_played,attempted_shots,shots_on_goal,goals,assists,total_passes,key_passes,pass_completion,saves,tackles,blocks,interceptions,conceded_goals,total_duels,won_duels,attempted_dribbles,successful_dribbles,cards,game_won,game_result,rating
0,home,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,won,4-3,0
0,home,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,won,4-3,0
0,home,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,won,4-3,0
0,home,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,won,4-3,0
0,home,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,won,4-3,0
0,home,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,won,4-3,0
0,home,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,won,4-3,0
0,home,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,won,4-3,0
0,away,Franco Armani,G,90,0,0,0,0,27,0,21,0,0,0,0,4,0,0,0,0,0,lost,4-3,4.9
0,away,Gabriel Mercado,D,90,1,1,1,0,78,0,72,0,1,0,0,0,11,6,0,0,0,lost,4-3,6.9
0,away,Nicolás Otamendi,D,90,0,0,0,0,77,0,68,0,4,0,2,0,14,10,0,0,1,lost,4-3,6.6
0,away,Marcos Rojo,D,45,0,0,0,0,25,0,25,0,0,0,1,0,2,0,0,0,1,lost,4-3,5.9
0,away,Nicolás Tagliafico,D,90,0,0,0,0,25,0,21,0,1,0,0,0,5,2,0,0,1,lost,4-3,5.7
0,away,Enzo Pérez,M,66,0,0,0,0,37,0,35,0,0,0,1,0,6,2,1,1,0,lost,4-3,6.5
0,away,Javier Mascherano,M,90,0,0,0,0,59,1,50,0,3,0,1,0,12,6,3,2,1,lost,4-3,6.6
0,away,Éver Banega,M,90,0,0,0,1,61,1,54,0,3,0,0,0,14,5,4,1,1,lost,4-3,6.2
0,away,Cristian Pavón,F,75,0,0,0,0,25,0,19,0,2,0,0,0,9,4,1,0,0,lost,4-3,6.7
0,away,Lionel Messi,F,90,1,1,0,2,39,3,33,0,1,0,0,0,17,9,5,3,0,lost,4-3,8.2
0,away,Ángel Di María,F,90,2,1,1,0,14,0,10,0,0,0,0,0,14,6,3,2,0,lost,4-3,7.3
0,away,Federico Fazio,D,45,0,0,0,0,26,0,21,0,0,0,0,0,6,6,0,0,0,lost,4-3,6
0,away,Maximiliano Meza,M,15,0,0,0,0,12,1,9,0,1,0,0,0,5,3,3,1,0,lost,4-3,6.9
0,away,Sergio Agüero,F,24,1,1,1,0,7,0,6,0,0,0,0,0,3,2,2,1,0,lost,4-3,7.2
0,away,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lost,4-3,0
0,away,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lost,4-3,0
0,away,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lost,4-3,0
0,away,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lost,4-3,0
0,away,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lost,4-3,0
0,away,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lost,4-3,0
0,away,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lost,4-3,0
0,away,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lost,4-3,0
0,away,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lost,4-3,0
0,away,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lost,4-3,0
0,away,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lost,4-3,0
0,away,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lost,4-3,0
1,home,Fernando Muslera,G,90,0,0,0,0,34,0,18,4,0,0,0,1,2,2,0,0,0,won,2-1,6.6
1,home,Martín Cáceres,D,90,0,0,0,0,25,0,11,0,1,0,1,0,6,3,2,2,0,won,2-1,6.2
1,home,José Giménez,D,90,0,0,0,0,13,0,13,0,1,2,1,0,2,1,0,0,0,won,2-1,7.2
1,home,Diego Godín,D,90,0,0,0,0,29,1,24,0,2,0,2,0,9,4,1,1,0,won,2-1,7.3
1,home,Diego Laxalt,D,90,0,0,0,0,20,0,10,0,6,0,3,0,11,10,1,1,0,won,2-1,7
1,home,Nahitan Nández,M,81,0,0,0,0,17,0,13,0,2,0,0,0,20,7,0,0,0,won,2-1,6
1,home,Lucas Torreira,M,90,0,0,0,0,24,0,21,0,1,4,2,0,10,4,1,0,0,won,2-1,6.7
1,home,Matías Vecino,M,90,0,0,0,0,20,0,16,0,2,0,1,0,12,5,0,0,0,won,2-1,6.5
1,home,Rodrigo Bentancur,M,63,0,0,0,1,12,1,8,0,1,0,1,0,6,3,1,1,0,won,2-1,6.9
1,home,Luis Suárez,F,90,2,1,0,1,32,1,17,0,0,1,1,0,16,4,3,1,0,won,2-1,7.3
1,home,Edinson Cavani,F,74,3,2,2,0,13,0,10,0,3,0,1,0,16,10,1,1,0,won,2-1,8.6
1,home,Carlos Sánchez,M,9,0,0,0,0,10,0,6,0,0,0,1,0,0,0,0,0,0,won,2-1,6.7
1,home,Cristian Rodríguez,M,27,0,0,0,0,17,0,12,0,2,0,1,0,7,4,0,0,0,won,2-1,6.3
1,home,Cristhian Stuani,F,16,0,0,0,0,7,0,4,0,0,0,0,0,7,2,0,0,0,won,2-1,6.3
1,home,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,won,2-1,0
1,home,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,won,2-1,0
1,home,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,won,2-1,0
1,home,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,won,2-1,0
1,home,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,won,2-1,0
1,home,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,won,2-1,0
1,home,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,won,2-1,0
1,home,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,won,2-1,0
1,home,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,won,2-1,0
1,home,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,won,2-1,0
1,home,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,won,2-1,0
1,home,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,won,2-1,0
1,away,Rui Patrício,G,90,0,0,0,0,15,0,11,1,0,0,0,2,1,1,0,0,0,lost,2-1,6.2
1,away,Ricardo Pereira,D,90,0,0,0,0,51,1,46,0,0,0,0,0,10,2,1,0,0,lost,2-1,6.2
1,away,Pepe,D,90,1,1,1,0,41,0,34,0,2,0,1,0,11,8,0,0,0,lost,2-1,7.2
1,away,José Fonte,D,90,1,0,0,0,36,0,30,0,4,0,3,0,16,12,0,0,0,lost,2-1,7
1,away,Raphaël Guerreiro,D,90,2,0,0,1,65,4,52,0,1,0,3,0,13,8,2,2,0,lost,2-1,8
1,away,Bernardo Silva,M,90,2,0,0,0,77,4,68,0,1,0,0,0,15,9,4,4,0,lost,2-1,7.3
1,away,Adrien Silva,M,65,1,0,0,0,56,0,51,0,1,0,1,0,3,1,1,0,0,lost,2-1,6.7
1,away,William Carvalho,M,90,0,0,0,0,69,2,64,0,4,0,0,0,12,7,1,1,0,lost,2-1,7.3
1,away,João Mário,M,85,0,0,0,0,61,3,53,0,2,0,0,0,15,7,3,2,0,lost,2-1,6.9
1,away,Gonçalo Guedes,F,74,1,1,0,0,25,0,23,0,0,0,0,0,7,2,0,0,0,lost,2-1,6.7
1,away,Cristiano Ronaldo,F,90,2,1,0,0,25,1,21,0,0,0,0,0,10,5,5,3,1,lost,2-1,7
1,away,Manuel Fernandes,M,5,2,1,0,0,9,0,7,0,0,0,0,0,2,1,1,1,0,lost,2-1,7.2
1,away,Ricardo Quaresma,M,25,1,1,0,0,12,1,9,0,1,0,1,0,8,2,3,0,0,lost,2-1,7
1,away,André Silva,F,16,0,0,0,0,2,0,2,0,0,0,0,0,1,0,0,0,0,lost,2-1,6.3
1,away,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lost,2-1,0
1,away,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lost,2-1,0
1,away,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lost,2-1,0
1,away,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lost,2-1,0
1,away,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lost,2-1,0
1,away,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lost,2-1,0
1,away,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lost,2-1,0
1,away,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lost,2-1,0
1,away,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lost,2-1,0
1,away,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lost,2-1,0
1,away,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lost,2-1,0
1,away,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lost,2-1,0
2,home,David De Gea,G,120,0,0,0,0,22,0,11,0,0,0,0,1,0,0,0,0,0,lost,1-1,6.2
2,home,Nacho Fernández,D,70,0,0,0,0,40,2,38,0,1,0,0,0,5,3,0,0,0,lost,1-1,7.2
2,home,Gerard Piqué,D,120,1,1,0,0,130,1,123,0,2,0,1,0,13,8,0,0,1,lost,1-1,7
2,home,Sergio Ramos,D,120,2,0,0,0,184,1,174,0,3,0,1,0,15,7,0,0,0,lost,1-1,7.6
2,home,Jordi Alba,D,120,1,1,0,0,148,1,138,0,1,0,0,0,15,6,3,2,0,lost,1-1,6.9
2,home,Koke,M,120,1,0,0,0,155,4,149,0,4,0,0,0,6,4,1,0,0,lost,1-1,7.9
2,home,Sergio Busquets,M,120,1,0,0,0,86,0,78,0,4,0,2,0,19,11,0,0,0,lost,1-1,7
2,home,Marco Asensio,M,104,1,1,0,0,45,1,41,0,1,0,0,0,3,2,1,1,0,lost,1-1,7.2
2,home,David Silva,M,67,1,0,0,0,33,0,26,0,0,1,0,0,4,2,3,2,0,lost,1-1,6.6
2,home,Isco,M,120,0,0,0,0,147,2,130,0,0,0,1,0,27,19,10,9,0,lost,1-1,8.2
2,home,Diego Costa,F,80,3,2,0,0,15,1,9,0,1,0,0,0,12,4,1,0,0,lost,1-1,6.9
2,home,Daniel Carvajal,D,50,0,0,0,0,40,0,35,0,0,0,0,0,2,1,1,1,0,lost,1-1,6.6
2,home,Andrés Iniesta,M,53,1,1,0,0,50,3,43,0,0,0,0,0,2,1,1,1,0,lost,1-1,7.2
2,home,Rodrigo,F,16,3,2,0,0,3,0,2,0,0,0,0,0,3,2,2,1,0,lost,1-1,7
2,home,Iago Aspas,F,40,1,1,0,0,17,3,11,0,0,0,0,0,4,1,0,0,0,lost,1-1,6.3
2,home,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lost,1-1,0
2,home,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lost,1-1,0
2,home,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lost,1-1,0
2,home,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lost,1-1,0
2,home,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lost,1-1,0
2,home,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lost,1-1,0
2,home,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lost,1-1,0
2,home,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lost,1-1,0
2,home,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lost,1-1,0
2,home,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lost,1-1,0
2,home,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lost,1-1,0
2,away,Igor Akinfeev,G,120,0,0,0,0,25,0,6,9,0,0,0,1,0,0,0,0,0,won,1-1,9.2
2,away,Ilya Kutepov,D,120,0,0,0,0,29,0,22,0,2,0,6,0,7,4,0,0,1,won,1-1,7.7
2,away,Sergey Ignashevich,D,120,0,0,0,0,22,0,16,0,3,0,0,0,10,6,0,0,0,won,1-1,7.5
2,away,Fedor Kudryashov,D,120,0,0,0,0,12,1,9,0,0,0,0,0,4,1,0,0,0,won,1-1,6.7
2,away,Mário Fernandes,M,120,0,0,0,0,46,0,34,0,2,0,3,0,15,8,3,0,0,won,1-1,6.3
2,away,Daler Kuzyaev,M,97,0,0,0,0,21,1,17,0,3,0,2,0,7,3,0,0,0,won,1-1,6.6
2,away,Roman Zobnin,M,120,1,0,0,0,26,1,16,0,0,0,0,0,12,2,2,1,1,won,1-1,5.9
2,away,Yury Zhirkov,M,45,0,0,0,0,10,0,8,0,1,0,0,0,3,2,0,0,0,won,1-1,6.3
2,away,Aleksandr Samedov,F,61,0,0,0,0,23,1,17,0,2,0,0,0,6,3,1,0,0,won,1-1,6.6
2,away,Aleksandr Golovin,F,120,1,0,0,0,28,0,23,0,6,0,2,0,17,8,3,2,0,won,1-1,7.3
2,away,Artem Dzyuba,F,65,1,1,1,0,21,0,10,0,1,0,0,0,26,16,2,0,0,won,1-1,7
2,away,Vladimir Granat,D,75,0,0,0,0,5,0,0,0,1,0,0,0,4,3,0,0,0,won,1-1,6.3
2,away,Denis Cheryshev,M,59,1,0,0,0,5,0,3,0,1,0,1,0,6,1,0,0,0,won,1-1,6.6
2,away,Aleksandr Erokhin,M,23,0,0,0,0,3,0,2,0,0,0,0,0,5,0,1,0,0,won,1-1,6.2
2,away,Fedor Smolov,F,55,1,0,0,0,15,1,9,0,0,0,0,0,8,2,0,0,0,won,1-1,6.9
2,away,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,won,1-1,0
2,away,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,won,1-1,0
2,away,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,won,1-1,0
2,away,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,won,1-1,0
2,away,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,won,1-1,0
2,away,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,won,1-1,0
2,away,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,won,1-1,0
2,away,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,won,1-1,0
2,away,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,won,1-1,0
2,away,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,won,1-1,0
2,away,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,won,1-1,0
3,home,Danijel Subašić,G,120,0,0,0,0,26,0,15,2,0,0,0,1,2,2,0,0,0,won,1-1,7.5
3,home,Šime Vrsaljko,D,120,0,0,0,0,45,0,35,0,0,0,0,0,7,5,0,0,0,won,1-1,6.5
3,home,Dejan Lovren,D,120,1,0,0,0,68,0,59,0,0,0,1,0,7,5,0,0,0,won,1-1,6.6
3,home,Domagoj Vida,D,120,0,0,0,0,71,0,60,0,0,1,3,0,10,6,1,1,0,won,1-1,7.3
3,home,Ivan Strinić,D,81,0,0,0,0,37,1,28,0,4,0,1,0,14,8,1,1,0,won,1-1,6.9
3,home,Marcelo Brozović,M,71,0,0,0,0,53,0,45,0,2,0,0,0,9,4,1,0,0,won,1-1,6.3
3,home,Ante Rebić,M,120,1,1,0,0,24,0,14,0,3,0,1,0,23,15,3,3,0,won,1-1,7.7
3,home,Luka Modrić,M,120,3,2,0,0,81,5,66,0,0,0,3,0,15,8,4,3,0,won,1-1,8
3,home,Ivan Rakitić,M,120,3,2,0,0,83,2,70,0,2,1,2,0,13,8,2,2,0,won,1-1,7.9
3,home,Ivan Perišić,M,97,3,0,0,0,14,0,11,0,0,0,1,0,8,1,1,0,0,won,1-1,6.3
3,home,Mario Mandžukić,F,108,1,1,1,0,30,1,20,0,2,0,0,0,13,7,1,0,0,won,1-1,7.2
3,home,Josip Pivarić,D,39,0,0,0,0,26,1,21,0,1,0,0,0,4,2,1,1,0,won,1-1,6.2
3,home,Milan Badelj,M,12,0,0,0,0,6,1,5,0,0,0,0,0,1,1,0,0,0,won,1-1,6.5
3,home,Mateo Kovačić,M,49,0,0,0,0,24,1,22,0,1,0,0,0,12,7,4,3,0,won,1-1,6.9
3,home,Andrej Kramarić,F,23,1,0,0,0,14,1,11,0,0,0,0,0,1,1,0,0,0,won,1-1,7
3,home,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,won,1-1,0
3,home,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,won,1-1,0
3,home,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,won,1-1,0
3,home,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,won,1-1,0
3,home,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,won,1-1,0
3,home,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,won,1-1,0
3,home,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,won,1-1,0
3,home,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,won,1-1,0
3,home,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,won,1-1,0
3,home,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,won,1-1,0
3,home,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,won,1-1,0
3,away,Kasper Schmeichel,G,120,0,0,0,0,46,0,26,5,0,0,0,1,1,0,0,0,0,lost,1-1,8.5
3,away,Henrik Dalsgaard,D,120,0,0,0,0,35,1,25,0,2,0,1,0,13,7,2,1,0,lost,1-1,7.2
3,away,Simon Kjær,D,120,0,0,0,0,77,1,68,0,0,0,0,0,8,2,0,0,0,lost,1-1,6.9
3,away,Zanka,D,120,1,1,1,0,68,0,56,0,0,0,1,0,7,2,0,0,1,lost,1-1,6.9
3,away,Jonas Knudsen,D,120,0,0,0,0,31,1,22,0,0,0,0,0,7,4,1,1,0,lost,1-1,7
3,away,Yussuf Poulsen,M,120,0,0,0,0,36,1,25,0,3,0,2,0,33,16,6,3,0,lost,1-1,6.3
3,away,Andreas Christensen,M,45,0,0,0,0,23,0,21,0,1,0,0,0,6,4,0,0,0,lost,1-1,6.7
3,away,Thomas Delaney,M,98,0,0,0,1,54,1,46,0,4,0,1,0,17,10,2,2,0,lost,1-1,7.3
3,away,Martin Braithwaite,M,105,3,1,0,0,19,0,13,0,0,0,0,0,7,1,0,0,0,lost,1-1,6.2
3,away,Christian Eriksen,F,120,2,0,0,0,50,1,40,0,0,0,1,0,9,5,3,3,0,lost,1-1,7
3,away,Andreas Cornelius,F,66,0,0,0,0,11,1,8,0,0,0,0,0,17,4,1,0,0,lost,1-1,6.2
3,away,Pione Sisto,F,15,1,0,0,0,5,0,4,0,0,0,1,0,1,0,1,0,0,lost,1-1,6.7
3,away,Lasse Schöne,M,75,3,0,0,0,49,0,43,0,0,0,3,0,3,2,1,1,0,lost,1-1,6.9
3,away,Michael Krohn-Dehli,M,22,0,0,0,0,11,1,11,0,0,0,0,0,2,0,0,0,0,lost,1-1,6.6
3,away,Nicolai Jørgensen,F,54,2,1,0,0,15,2,11,0,0,0,0,0,8,2,0,0,0,lost,1-1,6.3
3,away,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lost,1-1,0
3,away,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lost,1-1,0
3,away,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lost,1-1,0
3,away,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lost,1-1,0
3,away,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lost,1-1,0
3,away,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lost,1-1,0
3,away,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lost,1-1,0
3,away,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lost,1-1,0
3,away,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lost,1-1,0
3,away,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lost,1-1,0
3,away,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lost,1-1,0
4,home,Alisson,G,97,0,0,0,0,24,0,17,1,0,0,0,0,0,0,0,0,0,won,2-0,6.6
4,home,Fagner,D,97,0,0,0,0,26,1,23,0,5,0,3,0,15,6,0,0,0,won,2-0,6.7
4,home,Thiago Silva,D,97,1,0,0,0,45,0,41,0,1,3,0,0,6,4,0,0,0,won,2-0,7.3
4,home,Miranda,D,97,0,0,0,0,37,0,33,0,1,2,1,0,6,5,1,1,0,won,2-0,7.2
4,home,Filipe Luís,D,97,0,0,0,0,40,2,32,0,2,1,0,0,7,3,1,0,1,won,2-0,6.6
4,home,Willian,M,91,2,2,0,1,38,3,31,0,2,0,1,0,20,15,8,7,0,won,2-0,8.3
4,home,Paulinho,M,80,1,1,0,0,30,0,24,0,1,0,0,0,4,2,0,0,0,won,2-0,6.6
4,home,Casemiro,M,97,0,0,0,0,50,3,45,0,6,1,0,0,16,11,2,1,1,won,2-0,7.3
4,home,Philippe Coutinho,M,86,3,1,0,0,30,1,25,0,1,0,0,0,13,6,3,3,0,won,2-0,6.6
4,home,Gabriel Jesus,F,97,2,1,0,0,20,0,15,0,1,0,1,0,10,5,2,1,0,won,2-0,6.9
4,home,Neymar,F,97,6,4,1,0,31,5,25,0,2,1,0,0,22,10,6,2,0,won,2-0,8.2
4,home,Marquinhos,D,6,0,0,0,0,3,0,3,0,0,0,0,0,1,1,0,0,0,won,2-0,0
4,home,Fernandinho,M,17,0,0,0,0,4,1,4,0,0,0,1,0,1,1,0,0,0,won,2-0,7
4,home,Roberto Firmino,F,11,1,1,1,0,5,0,2,0,3,0,0,0,5,3,0,0,0,won,2-0,7.7
4,home,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,won,2-0,0
4,home,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,won,2-0,0
4,home,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,won,2-0,0
4,home,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,won,2-0,0
4,home,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,won,2-0,0
4,home,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,won,2-0,0
4,home,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,won,2-0,0
